0,1,2,3,4,5,6,7,8
0.19437826766874106,0.020499550943251118,0.016106288738504546,0.011499394855103526,0.0024934161313067294,0.0016759582100946925,0.3256759745908286,0.021259087649496754,0.406412061212673
