mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_max_iter,param_solver,param_tol,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.507442569732666,0.019709958849680204,0.0013967514038085937,0.000488636201686934,relu,0.0001,auto,"(100,)",200,adam,0.0001,False,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'hidden_layer_sizes': (100,), 'max_iter': 200, 'solver': 'adam', 'tol': 0.0001, 'verbose': False}",0.8548387096774194,0.9193548387096774,0.8524590163934426,0.9344262295081968,0.9180327868852459,0.8957654723127035,0.03491135975961114,2
0.30518569946289065,0.04288642640466887,0.0005961418151855469,0.0004867638772935743,identity,0.0001,auto,"(100,)",200,adam,0.0001,False,"{'activation': 'identity', 'alpha': 0.0001, 'batch_size': 'auto', 'hidden_layer_sizes': (100,), 'max_iter': 200, 'solver': 'adam', 'tol': 0.0001, 'verbose': False}",0.8870967741935484,0.9193548387096774,0.9508196721311475,0.9344262295081968,0.9016393442622951,0.9185667752442996,0.022665803728211743,1
