mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_batch_size,param_hidden_layer_sizes,param_max_iter,param_solver,param_tol,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.14421253204345702,0.0026375156080193566,0.001997232437133789,2.316466865823959e-06,relu,0.0001,auto,"(100,)",200,adam,0.0001,False,"{'activation': 'relu', 'alpha': 0.0001, 'batch_size': 'auto', 'hidden_layer_sizes': (100,), 'max_iter': 200, 'solver': 'adam', 'tol': 0.0001, 'verbose': False}",0.9539909022856423,0.7001340667211722,0.8010104067076094,0.8558054240997793,0.8502995264256034,0.8317146188373272,0.08360540427186067,1
0.08516483306884766,0.005859846302833523,0.0016032218933105468,0.0004945460811696425,identity,0.0001,auto,"(100,)",200,adam,0.0001,False,"{'activation': 'identity', 'alpha': 0.0001, 'batch_size': 'auto', 'hidden_layer_sizes': (100,), 'max_iter': 200, 'solver': 'adam', 'tol': 0.0001, 'verbose': False}",0.9341319851903823,0.7282096349708143,0.8064709573457682,0.8513715089746424,0.7786176066172454,0.8198825381280738,0.07040204078900299,2
